file_name,column_name,data_type,description,unit,allowed_values_or_range,missing_value_rule,notes
data/processed/phase6_ablation_runtime_summary.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,device,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,train_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,val_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,test_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,checkpoint,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_runtime_summary.csv,scaler_metadata,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,ablation_group,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,train_loss,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,elapsed_seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,full_features_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,delta_MAE_vs_full,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_full.csv,improvement_percent_vs_full,float64,ratio or percentage variable,proportion or percent,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,ablation_group,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,train_loss,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,elapsed_seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,SeasonalHistoricalAverage_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,SeasonalHistoricalAverage_RMSE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,SeasonalHistoricalAverage_sMAPE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,delta_MAE_vs_seasonal,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_seasonal.csv,improvement_percent_vs_seasonal,float64,ratio or percentage variable,proportion or percent,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,ablation_group,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,train_loss,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,elapsed_seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,speed_only_MAE,float64,traffic speed variable or speed-derived metric,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,delta_MAE_vs_speed_only,float64,traffic speed variable or speed-derived metric,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase6_ablation_vs_speed_only.csv,improvement_percent_vs_speed_only,float64,traffic speed variable or speed-derived metric,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_best_by_horizon.csv,is_best_history_for_horizon,bool,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,train_loss,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics.csv,elapsed_seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_history.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_metrics_by_horizon.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,device,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,train_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,val_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,test_samples,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,best_val_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,seconds,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,checkpoint,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_runtime_summary.csv,scaler_metadata,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,model,object,forecasting model name,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,input_feature_group,object,input feature group,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,split,object,train/validation/test split identifier,category,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,best_epoch,int64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,SeasonalHistoricalAverage_MAE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,SeasonalHistoricalAverage_RMSE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,SeasonalHistoricalAverage_sMAPE,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,delta_MAE_vs_seasonal,float64,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,improvement_percent_vs_seasonal,float64,ratio or percentage variable,proportion or percent,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase7_history_vs_seasonal.csv,is_best_history_for_horizon,bool,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,hour_group,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_hour_group.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,input_observed_ratio_bin,object,ratio or percentage variable,proportion or percent,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_input_observed_ratio.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,point_id,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_point.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,target_observed_ratio_bin,object,ratio or percentage variable,proportion or percent,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_target_observed_ratio.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,volatility_bin,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_error_by_volatility.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,missing_level,float64,artificial missingness level used in robustness stress test,proportion,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_missingness_stress_metrics.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,noise_level,float64,artificial noise level used in robustness stress test,proportion,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,n,int64,"count of records, windows, or samples",count,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,MAE,float64,mean absolute error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,RMSE,float64,root mean squared error,speed units,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_noise_stress_metrics.csv,sMAPE,float64,symmetric mean absolute percentage error,ratio,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_robustness_metrics.csv,history_hours,int64,input history length in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_robustness_metrics.csv,horizon_hours,int64,forecast horizon in hours,hours,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
data/processed/phase8_robustness_metrics.csv,checkpoint,object,inferred analytical variable from the source CSV,not specified,observed values in file,blank or NaN indicates unavailable or not applicable,automatically inferred
