dataset,phase,model,model_note,horizon,seed,history_hours,aggregation,sensor_count,train_n,val_n,test_n,MAE,RMSE,MAPE,sMAPE,R2,fit_time_sec,inference_time_sec,config_hash,data_hash
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.15929948024664312,0.11669056882338869,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.19642907098818138,0.16611721735194865,-0.28173868155208015,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,4.097716131473245,7.328893414505664,0.11335380353905404,0.08854038446890686,0.6233811843354724,155.81325969996396,0.1838071999954991,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,4.118159633053275,7.350218420124989,0.11340586248149974,0.0900422169948904,0.621186287383481,246.89220850000856,0.46624249999877065,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,6,42,24,1h,50,98450,19900,19950,4.097716131473245,7.328893414505664,0.11335380353905404,0.08854038446890686,0.6233811843354724,150.84234629996354,0.209025299991481,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.15929948024664312,0.11669056882338869,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.19642907098818138,0.16611721735194865,-0.28173868155208015,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,4.078223038580185,7.4689386154278745,0.11643643791919855,0.08896962674375468,0.6088503173853852,135.54355870001018,0.20673130004433915,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,4.010913042436567,7.386279225420547,0.11428949514190771,0.08779828779855087,0.6174601839880263,236.49546060001012,0.5157203000271693,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,6,2024,24,1h,50,98450,19900,19950,4.078223038580185,7.4689386154278745,0.11643643791919855,0.08896962674375468,0.6088503173853852,135.23399290000089,0.20588610001141205,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
