file_name,original_path,copied_path,file_type,row_count,column_count,columns,notes
phase15_feature_ablation_metrics.csv,D:\2026_PD\outputs\tables\phase15_feature_ablation_metrics.csv,,csv,75,19,phase|main_model|feature_group|horizon|seed|train_n|val_n|test_n|node_count|MAE|RMSE|MAPE|sMAPE|R2|relative_MAE_change_from_speed_only_percent|fit_time_sec|inference_time_sec|config_hash|data_hash,Phase15 ablation metrics
