file_name,original_path,copied_path,file_type,row_count,column_count,columns,can_support_table,notes
Table04_ablation_robustness_stratified_summary.csv,D:\2026_PD\outputs\final_plot_table_data\main_tables\Table04_ablation_robustness_stratified_summary.csv,02_TABLE_CANDIDATE_DATA\Table04_candidate_data\Table04_ablation_robustness_stratified_summary.csv,csv,60,8,section|condition|horizon|metric_mean|metric_std|relative_change_percent|statistical_support|interpretation,YES,candidate data
phase15_feature_ablation_metrics.csv,D:\2026_PD\outputs\tables\phase15_feature_ablation_metrics.csv,02_TABLE_CANDIDATE_DATA\Table04_candidate_data\phase15_feature_ablation_metrics.csv,csv,75,19,phase|main_model|feature_group|horizon|seed|train_n|val_n|test_n|node_count|MAE|RMSE|MAPE|sMAPE|R2|relative_MAE_change_from_speed_only_percent|fit_time_sec|inference_time_sec|config_hash|data_hash,YES,candidate data
phase16_degradation_summary.csv,D:\2026_PD\outputs\tables\phase16_degradation_summary.csv,02_TABLE_CANDIDATE_DATA\Table04_candidate_data\phase16_degradation_summary.csv,csv,9,6,experiment|horizon|max_observed_MAE_degradation_percent|level_at_max_degradation|mean_degradation_percent|std_degradation_percent,YES,candidate data
phase17_combined_stratified_summary.csv,D:\2026_PD\outputs\tables\phase17_combined_stratified_summary.csv,02_TABLE_CANDIDATE_DATA\Table04_candidate_data\phase17_combined_stratified_summary.csv,csv,36,9,stratification_type|stratum|horizon|test_n_mean|MAE_mean|MAE_std|RMSE_mean|relative_MAE_vs_best_stratum_percent_mean|seeds,YES,candidate data
