horizon_hours,target_observed_ratio_bin,n,MAE,RMSE,sMAPE
1,q1_low,6372,0.6142103125745219,2.2941381220446053,0.00678708306950342
1,q2_mid_low,3955,1.4068558274569312,2.770696971288452,0.02230797226387478
3,q2_mid_low,3246,0.5154863440983103,1.1716146774666505,0.00575915759569355
3,q3_mid_high,3066,1.3575114444899388,2.243597893226185,0.019906169008263138
6,q1_low,830,0.9409059018973844,1.8667550008229092,0.013631126830347453
6,q3_mid_high,4135,0.42248352216838203,0.9258235859097916,0.005616076646198978
6,q4_high,7201,1.0228098164894666,1.7580824611886892,0.01455501227277609
