horizon_hours,history_hours,seed_count,MAE_mean,MAE_std,MAE_min,MAE_max,MAE_cv,best_seed,worst_seed,SeasonalHistoricalAverage_MAE,all_seeds_outperform_seasonal,mean_improvement_percent_vs_seasonal
1,72,5,0.977577333366281,0.07598543557936602,0.8960231542010108,1.0802470377411098,0.07772831159833736,3407,2025,1.178897282310066,True,17.076971163195466
3,168,5,0.93718782238785,0.05803339301407933,0.8782622575457709,1.0112939950631146,0.06192290555613145,3407,42,1.0540818485088488,True,11.089653643724372
6,24,5,0.8677188569143691,0.038891405279856045,0.8173141542202976,0.9128333331134275,0.044820283632137366,20260623,3407,0.9519557742157024,True,8.848826760963178
