ablation_group,model,history_hours,horizons,test_MAE_mean_across_horizons,test_RMSE_mean_across_horizons,test_sMAPE_mean_across_horizons,best_horizon_hours,best_horizon_MAE,mean_improvement_percent_vs_speed_only,mean_improvement_percent_vs_seasonal,interpretation
speed_only,TCN,24,"1,3,6",0.8950714506323189,1.9513631187315523,0.0123248825434064,6,0.8293011010173276,0.0,15.563821848893495,Strongest group overall; recent speed history is the dominant predictive signal.
speed_time,TCN,24,"1,3,6",1.0001605112745615,1.9178572536190452,0.0134315183887712,6,0.9041421439681774,-11.61696538570544,5.788197646334839,Time features do not improve overall accuracy relative to speed-only in this setting.
speed_reliability,TCN,24,"1,3,6",1.0179308708043489,2.062438578846552,0.0137173445695041,3,0.9557108457571408,-14.421714531356384,3.1829978746335414,Reliability features do not consistently improve direct accuracy in this high-coverage dataset.
speed_volatility,TCN,24,"1,3,6",0.9608229731750204,1.96263222461712,0.0131394843935327,6,0.9438298987495688,-7.804756435682509,8.90523253647322,Volatility helps slightly at 1h but is not stable across horizons.
full_features,TCN,24,"1,3,6",1.0200141067052568,1.9147330690161617,0.0134946708051357,6,0.9086783526858158,-13.829234925933678,3.9453172100223397,"Full features underperform speed-only, suggesting feature redundancy or overfitting risk."
