phase,file_name,model,horizon,seed,mae_recomputed,rmse_recomputed,metric_row_found,mae_match,rmse_match
phase16,noise_high_h1_seed2024.parquet,TCN,1,2024,1.4556474685668945,2.640883207321167,,False,False
phase16,noise_high_h1_seed2025.parquet,TCN,1,2025,1.5566543340682983,2.777921676635742,,False,False
phase16,noise_high_h1_seed2026.parquet,TCN,1,2026,1.4550467729568481,2.629819631576538,,False,False
phase16,noise_high_h1_seed3407.parquet,TCN,1,3407,1.638708472251892,2.832700490951538,,False,False
phase16,noise_high_h1_seed42.parquet,TCN,1,42,1.4292399883270264,2.6074740886688232,,False,False
phase16,noise_high_h3_seed2024.parquet,TCN,3,2024,1.330479383468628,2.0024828910827637,,False,False
phase16,noise_high_h3_seed2025.parquet,TCN,3,2025,1.4078588485717773,2.125671148300171,,False,False
phase16,noise_high_h3_seed2026.parquet,TCN,3,2026,1.3890035152435303,2.1045193672180176,,False,False
phase16,noise_high_h3_seed3407.parquet,TCN,3,3407,1.370222806930542,2.1049184799194336,,False,False
phase16,noise_high_h3_seed42.parquet,TCN,3,42,1.3315963745117188,2.030254364013672,,False,False
phase16,noise_high_h6_seed2024.parquet,TCN,6,2024,1.198197364807129,1.6933854818344116,,False,False
phase16,noise_high_h6_seed2025.parquet,TCN,6,2025,1.326672911643982,1.8875689506530762,,False,False
phase16,noise_high_h6_seed2026.parquet,TCN,6,2026,1.3000435829162598,1.8418258428573608,,False,False
phase16,noise_high_h6_seed3407.parquet,TCN,6,3407,1.272645115852356,1.851694941520691,,False,False
phase16,noise_high_h6_seed42.parquet,TCN,6,42,1.2276639938354492,1.7354466915130615,,False,False
phase16,noise_low_h1_seed2024.parquet,TCN,1,2024,1.1993684768676758,2.5003864765167236,,False,False
phase16,noise_low_h1_seed2025.parquet,TCN,1,2025,1.3129656314849854,2.648223876953125,,False,False
phase16,noise_low_h1_seed2026.parquet,TCN,1,2026,1.206481695175171,2.4890949726104736,,False,False
phase16,noise_low_h1_seed3407.parquet,TCN,1,3407,1.4220209121704102,2.717439651489258,,False,False
phase16,noise_low_h1_seed42.parquet,TCN,1,42,1.1747287511825562,2.473733901977539,,False,False
phase16,noise_low_h3_seed2024.parquet,TCN,3,2024,1.1307346820831299,1.8517378568649292,,False,False
phase16,noise_low_h3_seed2025.parquet,TCN,3,2025,1.2080203294754028,1.9840571880340576,,False,False
phase16,noise_low_h3_seed2026.parquet,TCN,3,2026,1.2143017053604126,1.9745005369186401,,False,False
phase16,noise_low_h3_seed3407.parquet,TCN,3,3407,1.183779239654541,1.97117280960083,,False,False
phase16,noise_low_h3_seed42.parquet,TCN,3,42,1.1543370485305786,1.903115153312683,,False,False
phase16,noise_low_h6_seed2024.parquet,TCN,6,2024,1.036815881729126,1.5630637407302856,,False,False
phase16,noise_low_h6_seed2025.parquet,TCN,6,2025,1.158536672592163,1.7528706789016724,,False,False
phase16,noise_low_h6_seed2026.parquet,TCN,6,2026,1.1557483673095703,1.7152609825134277,,False,False
phase16,noise_low_h6_seed3407.parquet,TCN,6,3407,1.11163330078125,1.722121238708496,,False,False
phase16,noise_low_h6_seed42.parquet,TCN,6,42,1.0672905445098877,1.6024614572525024,,False,False
phase16,noise_medium_h1_seed2024.parquet,TCN,1,2024,1.3098793029785156,2.5539298057556152,,False,False
phase16,noise_medium_h1_seed2025.parquet,TCN,1,2025,1.4172505140304565,2.6967358589172363,,False,False
phase16,noise_medium_h1_seed2026.parquet,TCN,1,2026,1.3135958909988403,2.5431790351867676,,False,False
phase16,noise_medium_h1_seed3407.parquet,TCN,1,3407,1.512679934501648,2.7602155208587646,,False,False
phase16,noise_medium_h1_seed42.parquet,TCN,1,42,1.2846356630325317,2.5237133502960205,,False,False
phase16,noise_medium_h3_seed2024.parquet,TCN,3,2024,1.2154484987258911,1.9100176095962524,,False,False
phase16,noise_medium_h3_seed2025.parquet,TCN,3,2025,1.2934789657592773,2.0369975566864014,,False,False
phase16,noise_medium_h3_seed2026.parquet,TCN,3,2026,1.2858448028564453,2.0233027935028076,,False,False
phase16,noise_medium_h3_seed3407.parquet,TCN,3,3407,1.2607502937316895,2.0224738121032715,,False,False
phase16,noise_medium_h3_seed42.parquet,TCN,3,42,1.228089451789856,1.9505908489227295,,False,False
phase16,noise_medium_h6_seed2024.parquet,TCN,6,2024,1.1038511991500854,1.6130534410476685,,False,False
phase16,noise_medium_h6_seed2025.parquet,TCN,6,2025,1.2292935848236084,1.8032108545303345,,False,False
phase16,noise_medium_h6_seed2026.parquet,TCN,6,2026,1.214829444885254,1.7639623880386353,,False,False
phase16,noise_medium_h6_seed3407.parquet,TCN,6,3407,1.1781275272369385,1.772822618484497,,False,False
phase16,noise_medium_h6_seed42.parquet,TCN,6,42,1.1340872049331665,1.6535652875900269,,False,False
phase16,small_sample_100_h1_seed2024.parquet,TCN,1,2024,1.1526440382003784,2.4821486473083496,,False,False
phase16,small_sample_100_h1_seed2025.parquet,TCN,1,2025,1.2719346284866333,2.6342992782592773,,False,False
phase16,small_sample_100_h1_seed2026.parquet,TCN,1,2026,1.1632968187332153,2.4694180488586426,,False,False
phase16,small_sample_100_h1_seed3407.parquet,TCN,1,3407,1.3894647359848022,2.7056219577789307,,False,False
phase16,small_sample_100_h1_seed42.parquet,TCN,1,42,1.1306425333023071,2.459456205368042,,False,False
phase16,small_sample_100_h3_seed2024.parquet,TCN,3,2024,1.0965015888214111,1.8306692838668823,,False,False
phase16,small_sample_100_h3_seed2025.parquet,TCN,3,2025,1.17228102684021,1.9695411920547485,,False,False
phase16,small_sample_100_h3_seed2026.parquet,TCN,3,2026,1.1904330253601074,1.9599612951278687,,False,False
phase16,small_sample_100_h3_seed3407.parquet,TCN,3,3407,1.1555155515670776,1.9527490139007568,,False,False
phase16,small_sample_100_h3_seed42.parquet,TCN,3,42,1.1280393600463867,1.8897910118103027,,False,False
phase16,small_sample_100_h6_seed2024.parquet,TCN,6,2024,1.0143020153045654,1.5467638969421387,,False,False
phase16,small_sample_100_h6_seed2025.parquet,TCN,6,2025,1.1314961910247803,1.739358901977539,,False,False
phase16,small_sample_100_h6_seed2026.parquet,TCN,6,2026,1.132684350013733,1.697791576385498,,False,False
phase16,small_sample_100_h6_seed3407.parquet,TCN,6,3407,1.0855547189712524,1.7019166946411133,,False,False
phase16,small_sample_100_h6_seed42.parquet,TCN,6,42,1.039276361465454,1.5850672721862793,,False,False
phase16,small_sample_20_h1_seed2024.parquet,TCN,1,2024,1.5114802122116089,2.752047061920166,,False,False
phase16,small_sample_20_h1_seed2025.parquet,TCN,1,2025,1.43348228931427,2.718705654144287,,False,False
phase16,small_sample_20_h1_seed2026.parquet,TCN,1,2026,1.497498869895935,2.7394185066223145,,False,False
phase16,small_sample_20_h1_seed3407.parquet,TCN,1,3407,1.5288995504379272,2.7790184020996094,,False,False
phase16,small_sample_20_h1_seed42.parquet,TCN,1,42,1.4544062614440918,2.797706365585327,,False,False
phase16,small_sample_20_h3_seed2024.parquet,TCN,3,2024,1.3562021255493164,2.1359970569610596,,False,False
phase16,small_sample_20_h3_seed2025.parquet,TCN,3,2025,1.326267957687378,2.1379952430725098,,False,False
phase16,small_sample_20_h3_seed2026.parquet,TCN,3,2026,1.3898314237594604,2.187702178955078,,False,False
phase16,small_sample_20_h3_seed3407.parquet,TCN,3,3407,1.4311810731887817,2.218421697616577,,False,False
phase16,small_sample_20_h3_seed42.parquet,TCN,3,42,1.3775821924209595,2.2281546592712402,,False,False
phase16,small_sample_20_h6_seed2024.parquet,TCN,6,2024,1.315499186515808,1.8846851587295532,,False,False
phase16,small_sample_20_h6_seed2025.parquet,TCN,6,2025,1.2608634233474731,1.8692060708999634,,False,False
phase16,small_sample_20_h6_seed2026.parquet,TCN,6,2026,1.4688559770584106,2.1725034713745117,,False,False
phase16,small_sample_20_h6_seed3407.parquet,TCN,6,3407,1.3331736326217651,1.9758182764053345,,False,False
phase16,small_sample_20_h6_seed42.parquet,TCN,6,42,1.2783361673355103,1.8778901100158691,,False,False
phase16,small_sample_40_h1_seed2024.parquet,TCN,1,2024,1.306330919265747,2.6109097003936768,,False,False
phase16,small_sample_40_h1_seed2025.parquet,TCN,1,2025,1.326532244682312,2.6378731727600098,,False,False
phase16,small_sample_40_h1_seed2026.parquet,TCN,1,2026,1.3919498920440674,2.656860113143921,,False,False
phase16,small_sample_40_h1_seed3407.parquet,TCN,1,3407,1.336501121520996,2.6348519325256348,,False,False
phase16,small_sample_40_h1_seed42.parquet,TCN,1,42,1.28934645652771,2.609673500061035,,False,False
phase16,small_sample_40_h3_seed2024.parquet,TCN,3,2024,1.23314368724823,1.9983024597167969,,False,False
phase16,small_sample_40_h3_seed2025.parquet,TCN,3,2025,1.2753381729125977,2.0376102924346924,,False,False
phase16,small_sample_40_h3_seed2026.parquet,TCN,3,2026,1.2780954837799072,2.038691759109497,,False,False
phase16,small_sample_40_h3_seed3407.parquet,TCN,3,3407,1.2652300596237183,2.0955617427825928,,False,False
phase16,small_sample_40_h3_seed42.parquet,TCN,3,42,1.216004729270935,2.0269381999969482,,False,False
phase16,small_sample_40_h6_seed2024.parquet,TCN,6,2024,1.1220282316207886,1.632846474647522,,False,False
phase16,small_sample_40_h6_seed2025.parquet,TCN,6,2025,1.2425707578659058,1.8666175603866577,,False,False
phase16,small_sample_40_h6_seed2026.parquet,TCN,6,2026,1.3234663009643555,1.9597903490066528,,False,False
phase16,small_sample_40_h6_seed3407.parquet,TCN,6,3407,1.2240204811096191,1.8425958156585693,,False,False
phase16,small_sample_40_h6_seed42.parquet,TCN,6,42,1.1524438858032227,1.6929211616516113,,False,False
phase16,small_sample_60_h1_seed2024.parquet,TCN,1,2024,1.2417107820510864,2.544806718826294,,False,False
phase16,small_sample_60_h1_seed2025.parquet,TCN,1,2025,1.326906681060791,2.678816795349121,,False,False
phase16,small_sample_60_h1_seed2026.parquet,TCN,1,2026,1.3086119890213013,2.576664924621582,,False,False
phase16,small_sample_60_h1_seed3407.parquet,TCN,1,3407,1.2937239408493042,2.5796220302581787,,False,False
phase16,small_sample_60_h1_seed42.parquet,TCN,1,42,1.2589541673660278,2.523364543914795,,False,False
phase16,small_sample_60_h3_seed2024.parquet,TCN,3,2024,1.1656982898712158,1.9204362630844116,,False,False
phase16,small_sample_60_h3_seed2025.parquet,TCN,3,2025,1.245104193687439,2.0631048679351807,,False,False
phase16,small_sample_60_h3_seed2026.parquet,TCN,3,2026,1.3144277334213257,2.0806212425231934,,False,False
phase16,small_sample_60_h3_seed3407.parquet,TCN,3,3407,1.2204509973526,2.0097947120666504,,False,False
phase16,small_sample_60_h3_seed42.parquet,TCN,3,42,1.160820484161377,1.9465843439102173,,False,False
phase16,small_sample_60_h6_seed2024.parquet,TCN,6,2024,1.0688611268997192,1.5843256711959839,,False,False
phase16,small_sample_60_h6_seed2025.parquet,TCN,6,2025,1.1539453268051147,1.7334235906600952,,False,False
phase16,small_sample_60_h6_seed2026.parquet,TCN,6,2026,1.1894080638885498,1.7683576345443726,,False,False
phase16,small_sample_60_h6_seed3407.parquet,TCN,6,3407,1.1203155517578125,1.687090277671814,,False,False
phase16,small_sample_60_h6_seed42.parquet,TCN,6,42,1.068404197692871,1.6287648677825928,,False,False
phase16,small_sample_80_h1_seed2024.parquet,TCN,1,2024,1.2126646041870117,2.5542001724243164,,False,False
phase16,small_sample_80_h1_seed2025.parquet,TCN,1,2025,1.3124920129776,2.6466941833496094,,False,False
phase16,small_sample_80_h1_seed2026.parquet,TCN,1,2026,1.3281686305999756,2.6376664638519287,,False,False
phase16,small_sample_80_h1_seed3407.parquet,TCN,1,3407,1.3161909580230713,2.6492536067962646,,False,False
phase16,small_sample_80_h1_seed42.parquet,TCN,1,42,1.232712984085083,2.548555850982666,,False,False
phase16,small_sample_80_h3_seed2024.parquet,TCN,3,2024,1.1160929203033447,1.8941011428833008,,False,False
phase16,small_sample_80_h3_seed2025.parquet,TCN,3,2025,1.1590685844421387,1.9621837139129639,,False,False
phase16,small_sample_80_h3_seed2026.parquet,TCN,3,2026,1.2556390762329102,2.0571770668029785,,False,False
phase16,small_sample_80_h3_seed3407.parquet,TCN,3,3407,1.184025526046753,2.0004889965057373,,False,False
phase16,small_sample_80_h3_seed42.parquet,TCN,3,42,1.129278302192688,1.9215707778930664,,False,False
phase16,small_sample_80_h6_seed2024.parquet,TCN,6,2024,1.0369806289672852,1.585150122642517,,False,False
phase16,small_sample_80_h6_seed2025.parquet,TCN,6,2025,1.183983564376831,1.776126742362976,,False,False
phase16,small_sample_80_h6_seed2026.parquet,TCN,6,2026,1.327988624572754,1.991625428199768,,False,False
phase16,small_sample_80_h6_seed3407.parquet,TCN,6,3407,1.15384042263031,1.7594023942947388,,False,False
phase16,small_sample_80_h6_seed42.parquet,TCN,6,42,1.0849350690841675,1.65794837474823,,False,False
phase20,HA_h1_seed2024.parquet,HA,1,2024,5.591034889221191,9.491157531738281,False,False,False
phase20,HA_h1_seed2025.parquet,HA,1,2025,5.591034889221191,9.491157531738281,False,False,False
phase20,HA_h1_seed2026.parquet,HA,1,2026,5.591034889221191,9.491157531738281,False,False,False
phase20,HA_h1_seed3407.parquet,HA,1,3407,5.591034889221191,9.491157531738281,False,False,False
phase20,HA_h1_seed42.parquet,HA,1,42,5.591034889221191,9.491157531738281,False,False,False
phase20,HA_h3_seed2024.parquet,HA,3,2024,5.595527172088623,9.503429412841797,False,False,False
phase20,HA_h3_seed2025.parquet,HA,3,2025,5.595527172088623,9.503429412841797,False,False,False
phase20,HA_h3_seed2026.parquet,HA,3,2026,5.595527172088623,9.503429412841797,False,False,False
phase20,HA_h3_seed3407.parquet,HA,3,3407,5.595527172088623,9.503429412841797,False,False,False
phase20,HA_h3_seed42.parquet,HA,3,42,5.595527172088623,9.503429412841797,False,False,False
phase20,HA_h6_seed2024.parquet,HA,6,2024,5.589829444885254,9.495126724243164,False,False,False
phase20,HA_h6_seed2025.parquet,HA,6,2025,5.589829444885254,9.495126724243164,False,False,False
phase20,HA_h6_seed2026.parquet,HA,6,2026,5.589829444885254,9.495126724243164,False,False,False
phase20,HA_h6_seed3407.parquet,HA,6,3407,5.589829444885254,9.495126724243164,False,False,False
phase20,HA_h6_seed42.parquet,HA,6,42,5.589829444885254,9.495126724243164,False,False,False
phase20,Persistence_h1_seed2024.parquet,Persistence,1,2024,3.2130894660949707,6.80632209777832,False,False,False
phase20,Persistence_h1_seed2025.parquet,Persistence,1,2025,3.2130894660949707,6.80632209777832,False,False,False
phase20,Persistence_h1_seed2026.parquet,Persistence,1,2026,3.2130894660949707,6.80632209777832,False,False,False
phase20,Persistence_h1_seed3407.parquet,Persistence,1,3407,3.2130894660949707,6.80632209777832,False,False,False
phase20,Persistence_h1_seed42.parquet,Persistence,1,42,3.2130894660949707,6.80632209777832,False,False,False
phase20,Persistence_h3_seed2024.parquet,Persistence,3,2024,6.31926155090332,11.749129295349121,False,False,False
phase20,Persistence_h3_seed2025.parquet,Persistence,3,2025,6.31926155090332,11.749129295349121,False,False,False
phase20,Persistence_h3_seed2026.parquet,Persistence,3,2026,6.31926155090332,11.749129295349121,False,False,False
phase20,Persistence_h3_seed3407.parquet,Persistence,3,3407,6.31926155090332,11.749129295349121,False,False,False
phase20,Persistence_h3_seed42.parquet,Persistence,3,42,6.31926155090332,11.749129295349121,False,False,False
phase20,Persistence_h6_seed2024.parquet,Persistence,6,2024,7.77725076675415,13.520325660705566,False,False,False
phase20,Persistence_h6_seed2025.parquet,Persistence,6,2025,7.77725076675415,13.520325660705566,False,False,False
phase20,Persistence_h6_seed2026.parquet,Persistence,6,2026,7.77725076675415,13.520325660705566,False,False,False
phase20,Persistence_h6_seed3407.parquet,Persistence,6,3407,7.77725076675415,13.520325660705566,False,False,False
phase20,Persistence_h6_seed42.parquet,Persistence,6,42,7.77725076675415,13.520325660705566,False,False,False
phase20,Proposed_h1_seed2024.parquet,Proposed,1,2024,2.8050954341888428,5.460543155670166,False,False,False
phase20,Proposed_h1_seed2025.parquet,Proposed,1,2025,2.7905282974243164,5.45704460144043,False,False,False
phase20,Proposed_h1_seed2026.parquet,Proposed,1,2026,2.81929612159729,5.454106330871582,False,False,False
phase20,Proposed_h1_seed3407.parquet,Proposed,1,3407,2.8239173889160156,5.419658660888672,False,False,False
phase20,Proposed_h1_seed42.parquet,Proposed,1,42,2.816835641860962,5.446141242980957,False,False,False
phase20,Proposed_h3_seed2024.parquet,Proposed,3,2024,4.030911922454834,7.269958019256592,False,False,False
phase20,Proposed_h3_seed2025.parquet,Proposed,3,2025,4.206037998199463,7.434342861175537,False,False,False
phase20,Proposed_h3_seed2026.parquet,Proposed,3,2026,4.0238871574401855,7.278841018676758,False,False,False
phase20,Proposed_h3_seed3407.parquet,Proposed,3,3407,3.975780487060547,7.292131423950195,False,False,False
phase20,Proposed_h3_seed42.parquet,Proposed,3,42,4.155731678009033,7.496425151824951,False,False,False
phase20,Proposed_h6_seed2024.parquet,Proposed,6,2024,4.078222751617432,7.468938827514648,False,False,False
phase20,Proposed_h6_seed2025.parquet,Proposed,6,2025,4.099470138549805,7.36667013168335,False,False,False
phase20,Proposed_h6_seed2026.parquet,Proposed,6,2026,4.146944999694824,7.4014434814453125,False,False,False
phase20,Proposed_h6_seed3407.parquet,Proposed,6,3407,4.0919647216796875,7.369771957397461,False,False,False
phase20,Proposed_h6_seed42.parquet,Proposed,6,42,4.097716331481934,7.328893661499023,False,False,False
phase20,ST-Transformer-lite_h1_seed2024.parquet,ST-Transformer-lite,1,2024,2.894165277481079,5.576408386230469,False,False,False
phase20,ST-Transformer-lite_h1_seed2025.parquet,ST-Transformer-lite,1,2025,2.884965181350708,5.564766883850098,False,False,False
phase20,ST-Transformer-lite_h1_seed2026.parquet,ST-Transformer-lite,1,2026,2.9282078742980957,5.534700393676758,False,False,False
phase20,ST-Transformer-lite_h1_seed3407.parquet,ST-Transformer-lite,1,3407,3.0637049674987793,5.759431838989258,False,False,False
phase20,ST-Transformer-lite_h1_seed42.parquet,ST-Transformer-lite,1,42,3.2982711791992188,6.3802313804626465,False,False,False
phase20,ST-Transformer-lite_h3_seed2024.parquet,ST-Transformer-lite,3,2024,3.976348638534546,7.242464065551758,False,False,False
phase20,ST-Transformer-lite_h3_seed2025.parquet,ST-Transformer-lite,3,2025,4.122864246368408,7.426607608795166,False,False,False
phase20,ST-Transformer-lite_h3_seed2026.parquet,ST-Transformer-lite,3,2026,4.060693264007568,7.351564407348633,False,False,False
phase20,ST-Transformer-lite_h3_seed3407.parquet,ST-Transformer-lite,3,3407,4.038524150848389,7.3476128578186035,False,False,False
phase20,ST-Transformer-lite_h3_seed42.parquet,ST-Transformer-lite,3,42,5.35490083694458,9.161225318908691,False,False,False
phase20,ST-Transformer-lite_h6_seed2024.parquet,ST-Transformer-lite,6,2024,4.010912895202637,7.386279106140137,False,False,False
phase20,ST-Transformer-lite_h6_seed2025.parquet,ST-Transformer-lite,6,2025,4.042153358459473,7.40076208114624,False,False,False
phase20,ST-Transformer-lite_h6_seed2026.parquet,ST-Transformer-lite,6,2026,4.104635238647461,7.487396240234375,False,False,False
phase20,ST-Transformer-lite_h6_seed3407.parquet,ST-Transformer-lite,6,3407,5.472836971282959,9.431195259094238,False,False,False
phase20,ST-Transformer-lite_h6_seed42.parquet,ST-Transformer-lite,6,42,4.118159294128418,7.350218296051025,False,False,False
phase20,TCN_h1_seed2024.parquet,TCN,1,2024,2.8050954341888428,5.460543155670166,False,False,False
phase20,TCN_h1_seed2025.parquet,TCN,1,2025,2.7905282974243164,5.45704460144043,False,False,False
phase20,TCN_h1_seed2026.parquet,TCN,1,2026,2.81929612159729,5.454106330871582,False,False,False
phase20,TCN_h1_seed3407.parquet,TCN,1,3407,2.8239173889160156,5.419658660888672,False,False,False
phase20,TCN_h1_seed42.parquet,TCN,1,42,2.816835641860962,5.446141242980957,False,False,False
phase20,TCN_h3_seed2024.parquet,TCN,3,2024,4.030911922454834,7.269958019256592,False,False,False
phase20,TCN_h3_seed2025.parquet,TCN,3,2025,4.206037998199463,7.434342861175537,False,False,False
phase20,TCN_h3_seed2026.parquet,TCN,3,2026,4.0238871574401855,7.278841018676758,False,False,False
phase20,TCN_h3_seed3407.parquet,TCN,3,3407,3.975780487060547,7.292131423950195,False,False,False
phase20,TCN_h3_seed42.parquet,TCN,3,42,4.155731678009033,7.496425151824951,False,False,False
phase20,TCN_h6_seed2024.parquet,TCN,6,2024,4.078222751617432,7.468938827514648,False,False,False
phase20,TCN_h6_seed2025.parquet,TCN,6,2025,4.099470138549805,7.36667013168335,False,False,False
phase20,TCN_h6_seed2026.parquet,TCN,6,2026,4.146944999694824,7.4014434814453125,False,False,False
phase20,TCN_h6_seed3407.parquet,TCN,6,3407,4.0919647216796875,7.369771957397461,False,False,False
phase20,TCN_h6_seed42.parquet,TCN,6,42,4.097716331481934,7.328893661499023,False,False,False
