phase,model,horizon,seed,train_n,val_n,test_n,node_count,feature_set,MAE,RMSE,MAPE,sMAPE,R2,fit_time_sec,inference_time_sec,config_hash,data_hash
phase13,SeasonalHA,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.1484393823112802,2.689582231267182,0.0159240882469521,0.0157563056052103,0.9717865010089664,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,Persistence,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0493704965733723,3.1935336818078524,0.0149886577209016,0.0148063172357732,0.9602231582024854,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,XGBoost,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.97194424849649,2.274192934170031,0.0128000733196215,0.0126821833073217,0.9798283275312788,7.681074199999784,0.0352512999997998,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,GRU,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.9841886541379796,2.382109834878539,0.0134300194449563,0.0131407492657896,0.9778684994676172,56.616327400000046,0.2537646999999197,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,TCN,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.1523838764786285,2.4317375030474984,0.0154357635183987,0.0151537569257419,0.9769367407191544,784.9222476000004,12.757497600000534,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,ST-Transformer-lite,1,2026,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.1148925384695658,2.4751620871113245,0.015233374726271,0.0148853707470165,0.9761056850154076,78.15793880000001,0.4467304999998305,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,HA,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.9087225491398945,3.7858135633876095,0.028457310928841,0.0280411306977533,0.944100780791222,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,SeasonalHA,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.1484393823112802,2.689582231267182,0.0159240882469521,0.0157563056052103,0.9717865010089664,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,Persistence,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0493704965733723,3.1935336818078524,0.0149886577209016,0.0148063172357732,0.9602231582024854,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,XGBoost,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.9674360639943038,2.2658686073388195,0.0127820519880072,0.0126596186073016,0.9799757277605948,7.516275100000712,0.0317044000003079,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,GRU,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0555837347417083,2.432666746392397,0.0143554472619597,0.014026523946,0.9769191109585624,67.21566849999999,0.2548973000002661,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,TCN,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.1110538793689029,2.4104664274849346,0.0148967464025061,0.0145897079157995,0.9773384573599097,1423.2914669000002,11.296136699999806,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,ST-Transformer-lite,1,3407,66585,12201,12265,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.022140058633312,2.5862653543382703,0.0144885104658718,0.0141094271670149,0.9739124400458186,147.97840820000056,0.3670924999996714,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,HA,3,42,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.7670076734430764,3.221253620625528,0.0260580960996816,0.0259668497458911,0.9587883725613636,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,SeasonalHA,3,42,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.015958182557622,1.943902548137346,0.0136218569528368,0.0136360725452637,0.9849921353689324,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
