file_name,original_path,copied_path,file_type,row_count,column_count,columns,notes
phase13_strong_baseline_metrics.csv,D:\2026_PD\outputs\locked\phase13_full\tables\phase13_strong_baseline_metrics.csv,,csv,105,18,phase|model|horizon|seed|train_n|val_n|test_n|node_count|feature_set|MAE|RMSE|MAPE|sMAPE|R2|fit_time_sec|inference_time_sec|config_hash|data_hash,Phase13 full metrics
