dataset,phase,model,model_note,horizon,seed,history_hours,aggregation,sensor_count,train_n,val_n,test_n,MAE,RMSE,MAPE,sMAPE,R2,fit_time_sec,inference_time_sec,config_hash,data_hash
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,3,3407,24,1h,50,98600,20050,20100,5.595527209950917,9.503428974581972,0.1596610710122457,0.1168458788848799,0.3675263274626658,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,3,3407,24,1h,50,98600,20050,20100,6.3192616467452165,11.74912940588088,0.1618063256192038,0.1372829311941865,0.0332967915887312,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,3,3407,24,1h,50,98600,20050,20100,3.975780799543087,7.292131595519612,0.1115808021596292,0.0863118575741133,0.6276161990607455,161.59722369996598,0.1824159999960102,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,3,3407,24,1h,50,98600,20050,20100,4.038523926900987,7.347613006707075,0.1129384448960875,0.0878139807386712,0.621928157187101,245.66636869998183,0.536742799973581,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,3,3407,24,1h,50,98600,20050,20100,3.975780799543087,7.292131595519612,0.1115808021596292,0.0863118575741133,0.6276161990607455,160.6576590000186,0.1790218999958597,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.1592994802466431,0.1166905688233886,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.1964290709881813,0.1661172173519486,-0.2817386815520801,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,4.097716131473245,7.328893414505664,0.113353803539054,0.0885403844689068,0.6233811843354724,155.81325969996396,0.1838071999954991,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,42,24,1h,50,98450,19900,19950,4.118159633053275,7.350218420124989,0.1134058624814997,0.0900422169948904,0.621186287383481,246.89220850000856,0.4662424999987706,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,6,42,24,1h,50,98450,19900,19950,4.097716131473245,7.328893414505664,0.113353803539054,0.0885403844689068,0.6233811843354724,150.84234629996354,0.209025299991481,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.1592994802466431,0.1166905688233886,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.1964290709881813,0.1661172173519486,-0.2817386815520801,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,4.078223038580185,7.468938615427874,0.1164364379191985,0.0889696267437546,0.6088503173853852,135.54355870001018,0.2067313000443391,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,2024,24,1h,50,98450,19900,19950,4.010913042436567,7.386279225420547,0.1142894951419077,0.0877982877985508,0.6174601839880263,236.4954606000101,0.5157203000271693,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,6,2024,24,1h,50,98450,19900,19950,4.078223038580185,7.468938615427874,0.1164364379191985,0.0889696267437546,0.6088503173853852,135.23399290000089,0.205886100011412,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,2025,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.1592994802466431,0.1166905688233886,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,2025,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.1964290709881813,0.1661172173519486,-0.2817386815520801,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,2025,24,1h,50,98450,19900,19950,4.099470177366023,7.366669542337208,0.1141075449561015,0.0886727462447998,0.6194886821155481,132.82575359998737,0.3144069999689236,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,2025,24,1h,50,98450,19900,19950,4.042153483321494,7.400762142930469,0.1130655954329876,0.0879339299464067,0.6159585553341058,244.28027049999216,0.5293232999974862,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Proposed,Proposed is the Phase 13 main model architecture alias: TCN,6,2025,24,1h,50,98450,19900,19950,4.099470177366023,7.366669542337208,0.1141075449561015,0.0886727462447998,0.6194886821155481,127.12118489999555,0.1712102000019513,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,HA,external sanity check; not SOTA benchmark,6,2026,24,1h,50,98450,19900,19950,5.5898292907676606,9.495127010942282,0.1592994802466431,0.1166905688233886,0.3678403691151003,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,Persistence,external sanity check; not SOTA benchmark,6,2026,24,1h,50,98450,19900,19950,7.777251121501875,13.520325415030136,0.1964290709881813,0.1661172173519486,-0.2817386815520801,0.0,0.0,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,TCN,external sanity check; not SOTA benchmark,6,2026,24,1h,50,98450,19900,19950,4.14694519788699,7.401443293965154,0.1150119906034921,0.0895675732439877,0.615887859300249,88.60258200002136,0.1960101999575272,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
METR-LA-mini,phase20,ST-Transformer-lite,external sanity check; not SOTA benchmark,6,2026,24,1h,50,98450,19900,19950,4.104635347543205,7.487396397166414,0.1152952552365362,0.0893316115630351,0.6069146537436938,187.4912670999765,0.4430265999981202,32ddabf269a10bd45147a6477993e1bfe0e49a0b911385eddd2c647a03f4e049,2feb847282b064a21f4d1f24439eb225630725b46b85fec90a30cfd06add5fce
